"C_Code","Year","Life_ex_value"
"WSM","1992","  68.40 "
"WSM","1993","  68.70 "
"WSM","1994","  69.00 "
"WSM","1995","  69.30 "
"WSM","1996","  69.60 "
"WSM","1997","  69.90 "
"WSM","1998","  70.20 "
"WSM","1999","  70.50 "
"WSM","2000","  70.70 "
"WSM","2001","  71.00 "
"WSM","2002","  71.30 "
"WSM","2003","  71.50 "
"WSM","2004","  71.70 "
"WSM","2005","  71.80 "
"WSM","2006","  72.00 "
"WSM","2007","  72.10 "
"WSM","2008","  72.20 "
"WSM","2009","  70.10 "
"WSM","2010","  72.20 "
"WSM","2011","  72.30 "
"WSM","2012","  72.20 "
"WSM","2013","  72.40 "
"WSM","2014","  72.50 "
"WSM","2015","  72.50 "
"WSM","2016","  72.50 "
"WSM","2017","  72.60 "
"WSM","2018","  72.60 "
"WSM","2019","  72.20 "
"WSM","2020","  72.80 "
"WSM","2021","  72.80 "
"SMR","1950","  68.70 "
"SMR","1951","  69.00 "
"SMR","1952","  69.10 "
"SMR","1953","  69.30 "
"SMR","1954","  69.40 "
"SMR","1955","  69.50 "
"SMR","1956","  69.60 "
"SMR","1957","  69.70 "
"SMR","1958","  69.90 "
"SMR","1959","  70.10 "
"SMR","1960","  70.30 "
"SMR","1961","  70.40 "
"SMR","1962","  70.60 "
"SMR","1963","  71.60 "
"SMR","1964","  72.50 "
"SMR","1965","  72.70 "
"SMR","1966","  73.00 "
"SMR","1967","  73.60 "
"SMR","1968","  73.40 "
"SMR","1969","  73.60 "
"SMR","1970","  73.50 "
"SMR","1971","  73.90 "
"SMR","1972","  74.10 "
"SMR","1973","  75.00 "
"SMR","1974","  75.50 "
"SMR","1975","  75.30 "
"SMR","1976","  75.50 "
"SMR","1977","  75.40 "
"SMR","1978","  75.70 "
"SMR","1979","  75.80 "
"SMR","1980","  76.00 "
"SMR","1981","  76.60 "
"SMR","1982","  77.10 "
"SMR","1983","  77.50 "
"SMR","1984","  77.90 "
"SMR","1985","  78.00 "
"SMR","1986","  77.90 "
"SMR","1987","  78.10 "
"SMR","1988","  78.30 "
"SMR","1989","  78.60 "
"SMR","1990","  78.70 "
"SMR","1991","  78.90 "
"SMR","1992","  78.80 "
"SMR","1993","  78.90 "
"SMR","1994","  79.20 "
"SMR","1995","  79.60 "
"SMR","1996","  79.20 "
"SMR","1997","  79.60 "
"SMR","1998","  80.00 "
"SMR","1999","  80.30 "
"SMR","2000","  79.90 "
"SMR","2001","  80.40 "
"SMR","2002","  80.80 "
"SMR","2003","  80.70 "
"SMR","2004","  80.70 "
"SMR","2005","  81.20 "
"SMR","2006","  81.60 "
"SMR","2007","  81.90 "
"SMR","2008","  82.20 "
"SMR","2009","  82.50 "
"SMR","2010","  82.70 "
"SMR","2011","  82.80 "
"SMR","2012","  82.60 "
"SMR","2013","  82.40 "
"SMR","2014","  82.90 "
"SMR","2015","  82.90 "
"SMR","2016","  83.00 "
"SMR","2017","  82.90 "
"SMR","2018","  82.90 "
"SMR","2019","  83.00 "
"SMR","2020","  79.60 "
"SMR","2021","  80.90 "
"STP","1950","  40.10 "
"STP","1951","  40.20 "
"STP","1952","  40.20 "
"STP","1953","  40.40 "
"STP","1954","  40.40 "
"STP","1955","  40.20 "
"STP","1956","  38.10 "
"STP","1957","  38.90 "
"STP","1958","  40.00 "
"STP","1959","  41.60 "
"STP","1960","  43.00 "
"STP","1961","  44.40 "
"STP","1962","  45.90 "
"STP","1963","  46.10 "
"STP","1964","  47.20 "
"STP","1965","  49.00 "
"STP","1966","  51.60 "
"STP","1967","  54.10 "
"STP","1968","  54.90 "
"STP","1969","  55.10 "
"STP","1970","  56.50 "
"STP","1971","  56.80 "
"STP","1972","  57.30 "
"STP","1973","  57.90 "
"STP","1974","  58.00 "
"STP","1975","  58.30 "
"STP","1976","  58.60 "
"STP","1977","  58.80 "
"STP","1978","  59.30 "
"STP","1979","  59.70 "
"STP","1980","  59.70 "
"STP","1981","  59.50 "
"STP","1982","  59.60 "
"STP","1983","  59.40 "
"STP","1984","  59.50 "
"STP","1985","  59.80 "
"STP","1986","  57.50 "
"STP","1987","  61.00 "
"STP","1988","  61.30 "
"STP","1989","  60.20 "
"STP","1990","  61.50 "
"STP","1991","  61.40 "
"STP","1992","  61.30 "
"STP","1993","  61.10 "
"STP","1994","  61.10 "
"STP","1995","  61.10 "
"STP","1996","  61.10 "
"STP","1997","  61.20 "
"STP","1998","  61.20 "
"STP","1999","  61.40 "
"STP","2000","  61.70 "
"STP","2001","  62.00 "
"STP","2002","  62.60 "
"STP","2003","  63.20 "
"STP","2004","  63.70 "
"STP","2005","  63.70 "
"STP","2006","  64.40 "
"STP","2007","  64.70 "
"STP","2008","  65.10 "
"STP","2009","  65.10 "
"STP","2010","  65.20 "
"STP","2011","  64.90 "
"STP","2012","  65.70 "
"STP","2013","  66.30 "
"STP","2014","  66.80 "
"STP","2015","  67.20 "
"STP","2016","  67.50 "
"STP","2017","  68.30 "
"STP","2018","  68.40 "
"STP","2019","  68.50 "
"STP","2020","  67.80 "
"STP","2021","  67.60 "
"SAU","1950","  41.00 "
"SAU","1951","  41.20 "
"SAU","1952","  41.70 "
"SAU","1953","  42.30 "
"SAU","1954","  42.80 "
"SAU","1955","  43.30 "
"SAU","1956","  43.90 "
"SAU","1957","  44.40 "
"SAU","1958","  44.90 "
"SAU","1959","  45.30 "
"SAU","1960","  45.90 "
"SAU","1961","  46.50 "
"SAU","1962","  47.10 "
"SAU","1963","  47.60 "
"SAU","1964","  48.10 "
"SAU","1965","  48.80 "
"SAU","1966","  49.30 "
"SAU","1967","  50.10 "
"SAU","1968","  50.90 "
"SAU","1969","  51.80 "
"SAU","1970","  52.70 "
"SAU","1971","  53.80 "
"SAU","1972","  54.80 "
"SAU","1973","  55.90 "
"SAU","1974","  57.00 "
"SAU","1975","  58.10 "
"SAU","1976","  59.00 "
"SAU","1977","  59.90 "
"SAU","1978","  60.90 "
"SAU","1979","  61.70 "
"SAU","1980","  62.70 "
"SAU","1981","  63.50 "
"SAU","1982","  64.30 "
"SAU","1983","  65.10 "
"SAU","1984","  65.70 "
"SAU","1985","  66.30 "
"SAU","1986","  66.90 "
"SAU","1987","  67.40 "
"SAU","1988","  68.00 "
"SAU","1989","  68.50 "
"SAU","1990","  68.90 "
"SAU","1991","  69.40 "
"SAU","1992","  69.90 "
"SAU","1993","  70.30 "
"SAU","1994","  70.70 "
"SAU","1995","  71.00 "
"SAU","1996","  71.30 "
"SAU","1997","  71.50 "
"SAU","1998","  71.90 "
"SAU","1999","  72.10 "
"SAU","2000","  72.50 "
"SAU","2001","  73.00 "
"SAU","2002","  73.30 "
"SAU","2003","  73.60 "
"SAU","2004","  74.20 "
"SAU","2005","  74.60 "
"SAU","2006","  74.80 "
"SAU","2007","  75.00 "
"SAU","2008","  75.30 "
"SAU","2009","  75.40 "
"SAU","2010","  75.80 "
"SAU","2011","  76.20 "
"SAU","2012","  76.50 "
"SAU","2013","  76.60 "
"SAU","2014","  76.80 "
"SAU","2015","  76.90 "
"SAU","2016","  77.10 "
"SAU","2017","  77.20 "
"SAU","2018","  77.20 "
"SAU","2019","  77.30 "
"SAU","2020","  76.20 "
"SAU","2021","  76.90 "
"SEN","1927","  23.90 "
"SEN","1937","  26.40 "
"SEN","1945","  28.80 "
"SEN","1950","  36.40 "
"SEN","1951","  36.90 "
"SEN","1952","  37.40 "
"SEN","1953","  37.80 "
"SEN","1954","  38.20 "
"SEN","1955","  38.60 "
"SEN","1956","  39.00 "
"SEN","1957","  39.40 "
"SEN","1958","  39.50 "
"SEN","1959","  39.70 "
"SEN","1960","  39.90 "
"SEN","1961","  39.90 "
"SEN","1962","  39.90 "
"SEN","1963","  39.90 "
"SEN","1964","  39.90 "
"SEN","1965","  39.80 "
"SEN","1966","  40.00 "
"SEN","1967","  40.10 "
"SEN","1968","  40.30 "
"SEN","1969","  40.50 "
"SEN","1970","  40.80 "
"SEN","1971","  41.20 "
"SEN","1972","  41.80 "
"SEN","1973","  42.60 "
"SEN","1974","  43.20 "
"SEN","1975","  44.10 "
"SEN","1976","  45.10 "
"SEN","1977","  46.20 "
"SEN","1978","  47.20 "
"SEN","1979","  48.20 "
"SEN","1980","  49.10 "
"SEN","1981","  49.80 "
"SEN","1982","  50.60 "
"SEN","1983","  51.20 "
"SEN","1984","  52.00 "
"SEN","1985","  52.80 "
"SEN","1986","  53.90 "
"SEN","1987","  54.80 "
"SEN","1988","  55.80 "
"SEN","1989","  56.40 "
"SEN","1990","  56.90 "
"SEN","1991","  57.10 "
"SEN","1992","  57.10 "
"SEN","1993","  57.00 "
"SEN","1994","  57.00 "
"SEN","1995","  56.80 "
"SEN","1996","  56.70 "
"SEN","1997","  56.60 "
"SEN","1998","  56.40 "
"SEN","1999","  56.60 "
"SEN","2000","  56.90 "
"SEN","2001","  57.60 "
"SEN","2002","  58.20 "
"SEN","2003","  59.10 "
"SEN","2004","  60.00 "
"SEN","2005","  60.90 "
"SEN","2006","  61.80 "
"SEN","2007","  62.50 "
"SEN","2008","  63.20 "
"SEN","2009","  63.90 "
"SEN","2010","  64.60 "
"SEN","2011","  65.30 "
"SEN","2012","  65.50 "
"SEN","2013","  66.10 "
"SEN","2014","  66.50 "
"SEN","2015","  66.90 "
"SEN","2016","  67.50 "
"SEN","2017","  67.80 "
"SEN","2018","  68.10 "
"SEN","2019","  68.50 "
"SEN","2020","  68.00 "
"SEN","2021","  67.10 "
"SRB","1950","  57.70 "
"SRB","1951","  57.30 "
"SRB","1952","  59.80 "
"SRB","1953","  60.00 "
"SRB","1954","  61.30 "
"SRB","1955","  60.70 "
"SRB","1956","  62.00 "
"SRB","1957","  62.10 "
"SRB","1958","  63.90 "
"SRB","1959","  63.80 "
"SRB","1960","  64.00 "
"SRB","1961","  64.20 "
"SRB","1962","  64.60 "
"SRB","1963","  65.00 "
"SRB","1964","  64.90 "
"SRB","1965","  65.20 "
"SRB","1966","  65.90 "
"SRB","1967","  65.50 "
"SRB","1968","  65.70 "
"SRB","1969","  65.80 "
"SRB","1970","  66.20 "
"SRB","1971","  66.60 "
"SRB","1972","  67.20 "
"SRB","1973","  67.60 "
"SRB","1974","  68.10 "
"SRB","1975","  68.30 "
"SRB","1976","  68.60 "
"SRB","1977","  68.90 "
"SRB","1978","  68.80 "
"SRB","1979","  68.70 "
"SRB","1980","  68.90 "
"SRB","1981","  68.80 "
"SRB","1982","  68.80 "
"SRB","1983","  68.40 "
"SRB","1984","  68.50 "
"SRB","1985","  68.90 "
"SRB","1986","  69.00 "
"SRB","1987","  69.20 "
"SRB","1988","  69.60 "
"SRB","1989","  69.90 "
"SRB","1990","  70.30 "
"SRB","1991","  70.70 "
"SRB","1992","  70.90 "
"SRB","1993","  71.00 "
"SRB","1994","  71.30 "
"SRB","1995","  71.80 "
"SRB","1996","  71.60 "
"SRB","1997","  71.60 "
"SRB","1998","  71.20 "
"SRB","1999","  69.80 "
"SRB","2000","  71.40 "
"SRB","2001","  72.30 "
"SRB","2002","  72.30 "
"SRB","2003","  72.40 "
"SRB","2004","  72.60 "
"SRB","2005","  72.70 "
"SRB","2006","  73.40 "
"SRB","2007","  73.60 "
"SRB","2008","  73.90 "
"SRB","2009","  74.00 "
"SRB","2010","  74.40 "
"SRB","2011","  74.80 "
"SRB","2012","  75.10 "
"SRB","2013","  75.60 "
"SRB","2014","  75.70 "
"SRB","2015","  75.80 "
"SRB","2016","  76.30 "
"SRB","2017","  76.20 "
"SRB","2018","  76.50 "
"SRB","2019","  76.70 "
"SRB","2020","  75.40 "
"SRB","2021","  74.20 "
"SYC","1950","  50.90 "
"SYC","1951","  51.30 "
"SYC","1952","  51.60 "
"SYC","1953","  51.80 "
"SYC","1954","  52.10 "
"SYC","1955","  51.70 "
"SYC","1956","  51.80 "
"SYC","1957","  52.10 "
"SYC","1958","  52.30 "
"SYC","1959","  53.30 "
"SYC","1960","  54.50 "
"SYC","1961","  54.70 "
"SYC","1962","  54.80 "
"SYC","1963","  55.10 "
"SYC","1964","  54.30 "
"SYC","1965","  55.20 "
"SYC","1966","  56.30 "
"SYC","1967","  57.10 "
"SYC","1968","  57.20 "
"SYC","1969","  57.80 "
"SYC","1970","  58.50 "
"SYC","1971","  59.20 "
"SYC","1972","  59.90 "
"SYC","1973","  60.60 "
"SYC","1974","  61.30 "
"SYC","1975","  62.10 "
"SYC","1976","  62.80 "
"SYC","1977","  63.60 "
"SYC","1978","  64.30 "
"SYC","1979","  64.90 "
"SYC","1980","  65.50 "
"SYC","1981","  66.00 "
"SYC","1982","  66.50 "
"SYC","1983","  67.10 "
"SYC","1984","  67.60 "
"SYC","1985","  68.00 "
"SYC","1986","  68.50 "
"SYC","1987","  68.80 "
"SYC","1988","  69.50 "
"SYC","1989","  69.30 "
"SYC","1990","  69.00 "
"SYC","1991","  68.90 "
"SYC","1992","  69.10 "
"SYC","1993","  69.00 "
"SYC","1994","  69.00 "
"SYC","1995","  68.50 "
"SYC","1996","  68.90 "
"SYC","1997","  69.00 "
"SYC","1998","  69.90 "
"SYC","1999","  69.50 "
"SYC","2000","  69.70 "
"SYC","2001","  70.00 "
"SYC","2002","  70.40 "
"SYC","2003","  71.00 "
"SYC","2004","  71.20 "
"SYC","2005","  71.60 "
"SYC","2006","  71.80 "
"SYC","2007","  72.10 "
"SYC","2008","  72.40 "
"SYC","2009","  72.70 "
"SYC","2010","  73.00 "
"SYC","2011","  73.80 "
"SYC","2012","  73.60 "
"SYC","2013","  73.80 "
"SYC","2014","  73.70 "
"SYC","2015","  73.70 "
"SYC","2016","  73.60 "
"SYC","2017","  73.80 "
"SYC","2018","  74.00 "
"SYC","2019","  74.20 "
"SYC","2020","  73.50 "
"SYC","2021","  71.30 "
"SLE","1931","  24.50 "
"SLE","1950","  29.60 "
"SLE","1951","  29.80 "
"SLE","1952","  30.30 "
"SLE","1953","  30.90 "
"SLE","1954","  31.30 "
"SLE","1955","  31.80 "
"SLE","1956","  32.20 "
"SLE","1957","  32.60 "
"SLE","1958","  33.00 "
"SLE","1959","  33.50 "
"SLE","1960","  34.00 "
"SLE","1961","  34.40 "
"SLE","1962","  34.90 "
"SLE","1963","  35.30 "
"SLE","1964","  35.90 "
"SLE","1965","  36.40 "
"SLE","1966","  36.90 "
"SLE","1967","  37.40 "
"SLE","1968","  37.80 "
"SLE","1969","  38.20 "
"SLE","1970","  38.80 "
"SLE","1971","  39.30 "
"SLE","1972","  39.80 "
"SLE","1973","  40.20 "
"SLE","1974","  40.70 "
"SLE","1975","  41.20 "
"SLE","1976","  41.60 "
"SLE","1977","  42.10 "
"SLE","1978","  42.50 "
"SLE","1979","  42.90 "
"SLE","1980","  43.10 "
"SLE","1981","  43.40 "
"SLE","1982","  43.60 "
"SLE","1983","  43.80 "
"SLE","1984","  43.90 "
"SLE","1985","  43.90 "
"SLE","1986","  43.80 "
"SLE","1987","  44.00 "
"SLE","1988","  44.00 "
"SLE","1989","  44.00 "
"SLE","1990","  44.10 "
"SLE","1991","  43.50 "
"SLE","1992","  43.60 "
"SLE","1993","  43.60 "
"SLE","1994","  42.90 "
"SLE","1995","  42.70 "
"SLE","1996","  43.70 "
"SLE","1997","  43.70 "
"SLE","1998","  42.80 "
"SLE","1999","  42.10 "
"SLE","2000","  45.10 "
"SLE","2001","  45.70 "
"SLE","2002","  46.40 "
"SLE","2003","  47.00 "
"SLE","2004","  47.60 "
"SLE","2005","  48.20 "
"SLE","2006","  49.30 "
"SLE","2007","  50.40 "
"SLE","2008","  51.50 "
"SLE","2009","  52.60 "
"SLE","2010","  53.70 "
"SLE","2011","  54.60 "
"SLE","2012","  55.50 "
"SLE","2013","  56.30 "
"SLE","2014","  56.40 "
"SLE","2015","  57.20 "
"SLE","2016","  58.40 "
"SLE","2017","  58.70 "
"SLE","2018","  59.80 "
"SLE","2019","  60.30 "
"SLE","2020","  59.80 "
"SLE","2021","  60.10 "
"SGP","1950","  50.70 "
"SGP","1951","  52.10 "
"SGP","1952","  53.60 "
"SGP","1953","  55.20 "
"SGP","1954","  57.20 "
"SGP","1955","  59.30 "
"SGP","1956","  60.70 "
"SGP","1957","  61.80 "
"SGP","1958","  62.60 "
"SGP","1959","  63.90 "
"SGP","1960","  64.80 "
"SGP","1961","  65.60 "
"SGP","1962","  66.40 "
"SGP","1963","  66.80 "
"SGP","1964","  67.10 "
"SGP","1965","  67.50 "
"SGP","1966","  67.80 "
"SGP","1967","  68.10 "
"SGP","1968","  68.20 "
"SGP","1969","  68.60 "
"SGP","1970","  68.80 "
"SGP","1971","  69.00 "
"SGP","1972","  69.20 "
"SGP","1973","  69.60 "
"SGP","1974","  70.10 "
"SGP","1975","  70.70 "
"SGP","1976","  71.00 "
"SGP","1977","  71.30 "
"SGP","1978","  71.50 "
"SGP","1979","  71.60 "
"SGP","1980","  71.70 "
"SGP","1981","  72.00 "
"SGP","1982","  72.30 "
"SGP","1983","  72.70 "
"SGP","1984","  73.10 "
"SGP","1985","  73.70 "
"SGP","1986","  74.20 "
"SGP","1987","  74.70 "
"SGP","1988","  74.60 "
"SGP","1989","  74.80 "
"SGP","1990","  74.90 "
"SGP","1991","  75.30 "
"SGP","1992","  75.60 "
"SGP","1993","  75.80 "
"SGP","1994","  75.90 "
"SGP","1995","  76.00 "
"SGP","1996","  76.50 "
"SGP","1997","  77.20 "
"SGP","1998","  78.00 "
"SGP","1999","  78.50 "
"SGP","2000","  79.10 "
"SGP","2001","  79.20 "
"SGP","2002","  79.30 "
"SGP","2003","  79.40 "
"SGP","2004","  79.80 "
"SGP","2005","  80.40 "
"SGP","2006","  80.70 "
"SGP","2007","  81.00 "
"SGP","2008","  81.20 "
"SGP","2009","  81.50 "
"SGP","2010","  81.70 "
"SGP","2011","  82.00 "
"SGP","2012","  82.20 "
"SGP","2013","  82.50 "
"SGP","2014","  82.70 "
"SGP","2015","  82.80 "
"SGP","2016","  83.00 "
"SGP","2017","  83.20 "
"SGP","2018","  83.50 "
"SGP","2019","  83.80 "
"SGP","2020","  82.90 "
"SGP","2021","  82.80 "
"SXM","1950","  59.80 "
"SXM","1951","  60.90 "
"SXM","1952","  64.00 "
"SXM","1953","  63.80 "
"SXM","1954","  64.50 "
"SXM","1955","  65.00 "
"SXM","1956","  64.40 "
"SXM","1957","  65.70 "
"SXM","1958","  66.20 "
"SXM","1959","  66.10 "
"SXM","1960","  66.20 "
"SXM","1961","  65.70 "
"SXM","1962","  66.80 "
"SXM","1963","  68.60 "
"SXM","1964","  68.60 "
"SXM","1965","  66.40 "
"SXM","1966","  68.30 "
"SXM","1967","  69.10 "
"SXM","1968","  68.80 "
"SXM","1969","  70.20 "
"SXM","1970","  71.90 "
"SXM","1971","  71.40 "
"SXM","1972","  71.70 "
"SXM","1973","  72.10 "
"SXM","1974","  72.30 "
"SXM","1975","  72.60 "
"SXM","1976","  72.70 "
"SXM","1977","  72.30 "
"SXM","1978","  72.00 "
"SXM","1979","  71.60 "
"SXM","1980","  70.90 "
"SXM","1981","  71.20 "
"SXM","1982","  72.40 "
"SXM","1983","  72.60 "
"SXM","1984","  72.40 "
"SXM","1985","  72.30 "
"SXM","1986","  72.20 "
"SXM","1987","  72.20 "
"SXM","1988","  72.90 "
"SXM","1989","  72.50 "
"SXM","1990","  72.30 "
"SXM","1991","  72.00 "
"SXM","1992","  72.50 "
"SXM","1993","  72.30 "
"SXM","1994","  72.30 "
"SXM","1995","  72.40 "
"SXM","1996","  72.90 "
"SXM","1997","  73.80 "
"SXM","1998","  73.50 "
"SXM","1999","  75.00 "
"SXM","2000","  74.50 "
"SXM","2001","  74.50 "
"SXM","2002","  74.90 "
"SXM","2003","  74.10 "
"SXM","2004","  74.20 "
"SXM","2005","  75.50 "
"SXM","2006","  75.90 "
"SXM","2007","  75.40 "
"SXM","2008","  75.70 "
"SXM","2009","  75.40 "
"SXM","2010","  75.10 "
"SXM","2011","  74.70 "
"SXM","2012","  74.60 "
"SXM","2013","  74.90 "
"SXM","2014","  76.80 "
"SXM","2015","  77.00 "
"SXM","2016","  76.60 "
"SXM","2017","  75.00 "
"SXM","2018","  75.10 "
"SXM","2019","  75.40 "
"SXM","2020","  74.60 "
"SXM","2021","  74.00 "
"SVK","1921","  44.20 "
"SVK","1930","  49.90 "
"SVK","1937","  53.20 "
"SVK","1950","  60.80 "
"SVK","1951","  61.10 "
"SVK","1952","  64.30 "
"SVK","1953","  65.60 "
"SVK","1954","  66.70 "
"SVK","1955","  67.80 "
"SVK","1956","  68.40 "
"SVK","1957","  67.50 "
"SVK","1958","  69.40 "
"SVK","1959","  69.00 "
"SVK","1960","  70.30 "
"SVK","1961","  70.80 "
"SVK","1962","  70.30 "
"SVK","1963","  70.70 "
"SVK","1964","  71.10 "
"SVK","1965","  70.30 "
"SVK","1966","  70.40 "
"SVK","1967","  71.00 "
"SVK","1968","  70.50 "
"SVK","1969","  69.80 "
"SVK","1970","  69.70 "
"SVK","1971","  69.90 "
"SVK","1972","  70.30 "
"SVK","1973","  70.00 "
"SVK","1974","  70.20 "
"SVK","1975","  70.30 "
"SVK","1976","  70.50 "
"SVK","1977","  70.40 "
"SVK","1978","  70.40 "
"SVK","1979","  70.70 "
"SVK","1980","  70.40 "
"SVK","1981","  70.60 "
"SVK","1982","  70.80 "
"SVK","1983","  70.50 "
"SVK","1984","  70.70 "
"SVK","1985","  70.70 "
"SVK","1986","  70.90 "
"SVK","1987","  71.10 "
"SVK","1988","  71.10 "
"SVK","1989","  70.90 "
"SVK","1990","  70.80 "
"SVK","1991","  70.90 "
"SVK","1992","  71.40 "
"SVK","1993","  71.90 "
"SVK","1994","  72.30 "
"SVK","1995","  72.30 "
"SVK","1996","  72.70 "
"SVK","1997","  72.70 "
"SVK","1998","  72.60 "
"SVK","1999","  73.00 "
"SVK","2000","  73.10 "
"SVK","2001","  73.60 "
"SVK","2002","  73.80 "
"SVK","2003","  73.80 "
"SVK","2004","  74.20 "
"SVK","2005","  74.20 "
"SVK","2006","  74.40 "
"SVK","2007","  74.50 "
"SVK","2008","  74.90 "
"SVK","2009","  75.20 "
"SVK","2010","  75.50 "
"SVK","2011","  76.00 "
"SVK","2012","  76.20 "
"SVK","2013","  76.50 "
"SVK","2014","  76.80 "
"SVK","2015","  76.60 "
"SVK","2016","  77.20 "
"SVK","2017","  77.20 "
"SVK","2018","  77.30 "
"SVK","2019","  77.70 "
"SVK","2020","  77.00 "
"SVK","2021","  74.90 "
"SVN","1950","  57.80 "
"SVN","1951","  58.10 "
"SVN","1952","  59.70 "
"SVN","1953","  60.40 "
"SVN","1954","  61.50 "
"SVN","1955","  61.60 "
"SVN","1956","  62.40 "
"SVN","1957","  63.00 "
"SVN","1958","  64.30 "
"SVN","1959","  64.50 "
"SVN","1960","  64.90 "
"SVN","1961","  65.50 "
"SVN","1962","  65.80 "
"SVN","1963","  66.20 "
"SVN","1964","  66.50 "
"SVN","1965","  67.00 "
"SVN","1966","  67.50 "
"SVN","1967","  67.70 "
"SVN","1968","  67.80 "
"SVN","1969","  67.90 "
"SVN","1970","  68.30 "
"SVN","1971","  68.30 "
"SVN","1972","  68.80 "
"SVN","1973","  69.00 "
"SVN","1974","  69.30 "
"SVN","1975","  69.50 "
"SVN","1976","  69.70 "
"SVN","1977","  69.90 "
"SVN","1978","  70.10 "
"SVN","1979","  70.40 "
"SVN","1980","  70.40 "
"SVN","1981","  70.80 "
"SVN","1982","  70.80 "
"SVN","1983","  70.20 "
"SVN","1984","  70.80 "
"SVN","1985","  71.20 "
"SVN","1986","  71.80 "
"SVN","1987","  71.90 "
"SVN","1988","  72.60 "
"SVN","1989","  73.20 "
"SVN","1990","  73.50 "
"SVN","1991","  73.30 "
"SVN","1992","  73.50 "
"SVN","1993","  73.50 "
"SVN","1994","  74.10 "
"SVN","1995","  74.60 "
"SVN","1996","  75.10 "
"SVN","1997","  75.20 "
"SVN","1998","  75.30 "
"SVN","1999","  75.70 "
"SVN","2000","  76.20 "
"SVN","2001","  76.50 "
"SVN","2002","  76.80 "
"SVN","2003","  76.70 "
"SVN","2004","  77.50 "
"SVN","2005","  77.70 "
"SVN","2006","  78.40 "
"SVN","2007","  78.60 "
"SVN","2008","  79.10 "
"SVN","2009","  79.30 "
"SVN","2010","  79.70 "
"SVN","2011","  80.00 "
"SVN","2012","  80.10 "
"SVN","2013","  80.30 "
"SVN","2014","  80.90 "
"SVN","2015","  80.80 "
"SVN","2016","  81.20 "
"SVN","2017","  81.10 "
"SVN","2018","  81.40 "
"SVN","2019","  81.60 "
"SVN","2020","  80.40 "
"SVN","2021","  80.70 "
"SLB","1950","  40.00 "
"SLB","1951","  40.50 "
"SLB","1952","  41.30 "
"SLB","1953","  42.10 "
"SLB","1954","  42.80 "
"SLB","1955","  43.60 "
"SLB","1956","  41.90 "
"SLB","1957","  45.30 "
"SLB","1958","  46.10 "
"SLB","1959","  46.90 "
"SLB","1960","  47.70 "
"SLB","1961","  48.40 "
"SLB","1962","  49.30 "
"SLB","1963","  50.00 "
"SLB","1964","  50.90 "
"SLB","1965","  51.70 "
"SLB","1966","  52.50 "
"SLB","1967","  53.20 "
"SLB","1968","  54.20 "
"SLB","1969","  55.20 "
"SLB","1970","  56.10 "
"SLB","1971","  57.00 "
"SLB","1972","  57.80 "
"SLB","1973","  58.60 "
"SLB","1974","  59.40 "
"SLB","1975","  58.10 "
"SLB","1976","  60.70 "
"SLB","1977","  60.90 "
"SLB","1978","  61.90 "
"SLB","1979","  62.40 "
"SLB","1980","  62.80 "
"SLB","1981","  63.20 "
"SLB","1982","  63.50 "
"SLB","1983","  63.80 "
"SLB","1984","  64.00 "
"SLB","1985","  64.30 "
"SLB","1986","  63.80 "
"SLB","1987","  64.80 "
"SLB","1988","  65.00 "
"SLB","1989","  65.20 "
"SLB","1990","  65.40 "
"SLB","1991","  65.60 "
"SLB","1992","  65.80 "
"SLB","1993","  66.00 "
"SLB","1994","  66.20 "
"SLB","1995","  66.40 "
"SLB","1996","  66.60 "
"SLB","1997","  66.70 "
"SLB","1998","  66.90 "
"SLB","1999","  67.10 "
"SLB","2000","  67.20 "
"SLB","2001","  67.40 "
"SLB","2002","  67.50 "
"SLB","2003","  67.60 "
"SLB","2004","  67.80 "
"SLB","2005","  67.90 "
"SLB","2006","  68.10 "
"SLB","2007","  68.00 "
"SLB","2008","  68.40 "
"SLB","2009","  68.50 "
"SLB","2010","  68.70 "
"SLB","2011","  68.90 "
"SLB","2012","  69.10 "
"SLB","2013","  69.20 "
"SLB","2014","  69.20 "
"SLB","2015","  69.60 "
"SLB","2016","  69.80 "
"SLB","2017","  70.00 "
"SLB","2018","  70.20 "
"SLB","2019","  70.40 "
"SLB","2020","  70.20 "
"SLB","2021","  70.30 "
"SOM","1950","  41.40 "
"SOM","1951","  41.50 "
"SOM","1952","  41.70 "
"SOM","1953","  42.00 "
"SOM","1954","  42.20 "
"SOM","1955","  42.40 "
"SOM","1956","  42.60 "
"SOM","1957","  42.80 "
"SOM","1958","  43.00 "
"SOM","1959","  43.20 "
"SOM","1960","  43.50 "
"SOM","1961","  43.60 "
"SOM","1962","  43.90 "
"SOM","1963","  44.10 "
"SOM","1964","  44.30 "
"SOM","1965","  44.50 "
"SOM","1966","  44.80 "
"SOM","1967","  45.00 "
"SOM","1968","  45.20 "
"SOM","1969","  45.40 "
"SOM","1970","  45.60 "
"SOM","1971","  45.70 "
"SOM","1972","  45.90 "
"SOM","1973","  46.10 "
"SOM","1974","  43.80 "
"SOM","1975","  44.20 "
"SOM","1976","  44.60 "
"SOM","1977","  46.90 "
"SOM","1978","  47.00 "
"SOM","1979","  47.30 "
"SOM","1980","  47.50 "
"SOM","1981","  47.70 "
"SOM","1982","  47.80 "
"SOM","1983","  48.20 "
"SOM","1984","  48.50 "
